"Date","Price","Open","High","Low","Vol.","Change %"
"02/14/2020","2,184.20","2,188.00","2,212.00","2,171.00","1.50M","-0.35%"
"02/13/2020","2,191.95","2,172.95","2,197.00","2,171.00","1.65M","0.98%"
"02/12/2020","2,170.75","2,151.10","2,185.00","2,150.00","1.62M","0.81%"
"02/11/2020","2,153.40","2,163.00","2,174.80","2,147.60","1.34M","-0.40%"
"02/10/2020","2,161.95","2,140.90","2,167.00","2,119.00","2.38M","1.19%"
"02/07/2020","2,136.55","2,139.00","2,151.00","2,119.00","2.08M","0.39%"
"02/06/2020","2,128.35","2,145.00","2,174.20","2,115.50","2.64M","-0.85%"
"02/05/2020","2,146.55","2,115.00","2,156.70","2,104.30","2.44M","1.84%"
"02/04/2020","2,107.75","2,129.00","2,136.70","2,086.60","3.51M","0.25%"
"02/03/2020","2,102.50","2,152.00","2,194.70","2,093.20","4.73M","-2.88%"
"02/01/2020","2,164.85","2,076.75","2,176.25","2,064.20","3.32M","4.13%"
"01/31/2020","2,079.05","2,139.40","2,144.35","2,071.60","3.29M","-2.75%"
"01/30/2020","2,137.85","2,160.00","2,165.00","2,125.00","2.10M","-0.78%"
"01/29/2020","2,154.60","2,185.00","2,186.95","2,150.00","2.31M","-1.33%"
"01/28/2020","2,183.75","2,174.00","2,187.80","2,152.00","1.74M","0.67%"
"01/27/2020","2,169.25","2,189.70","2,193.45","2,165.00","1.55M","-0.65%"
"01/24/2020","2,183.40","2,190.95","2,190.95","2,170.00","1.32M","-0.34%"
"01/23/2020","2,190.95","2,209.80","2,217.75","2,183.70","2.07M","-0.72%"
"01/22/2020","2,206.90","2,181.00","2,210.00","2,173.70","1.77M","1.65%"
"01/21/2020","2,171.05","2,169.95","2,186.55","2,158.05","1.90M","0.03%"
"01/20/2020","2,170.35","2,194.90","2,242.20","2,156.20","5.82M","-2.20%"
"01/17/2020","2,219.10","2,240.75","2,253.55","2,213.00","3.28M","-0.88%"
"01/16/2020","2,238.80","2,226.95","2,249.00","2,215.00","3.12M","0.53%"
"01/15/2020","2,226.90","2,213.00","2,231.00","2,194.20","2.62M","0.91%"
"01/14/2020","2,206.90","2,195.00","2,229.80","2,195.00","2.95M","0.76%"
"01/13/2020","2,190.35","2,217.85","2,218.95","2,184.70","2.84M","-1.05%"
"01/10/2020","2,213.55","2,228.00","2,234.00","2,208.00","1.92M","-0.04%"
"01/09/2020","2,214.35","2,248.75","2,251.95","2,210.00","3.73M","-1.81%"
"01/08/2020","2,255.25","2,205.00","2,260.00","2,202.05","5.20M","2.24%"
"01/07/2020","2,205.85","2,200.50","2,214.65","2,183.80","2.43M","0.25%"
"01/06/2020","2,200.45","2,205.00","2,225.95","2,187.90","3.02M","-0.01%"
"01/03/2020","2,200.65","2,164.00","2,223.00","2,164.00","4.66M","1.99%"
"01/02/2020","2,157.65","2,179.95","2,179.95","2,149.20","2.38M","-0.46%"
"01/01/2020","2,167.60","2,168.00","2,183.90","2,154.00","1.35M","0.27%"
"12/31/2019","2,161.70","2,189.00","2,197.00","2,157.45","1.91M","-0.98%"
"12/30/2019","2,183.20","2,207.00","2,225.00","2,177.10","2.29M","-0.70%"
"12/27/2019","2,198.50","2,208.00","2,226.40","2,176.00","2.72M","-0.16%"
"12/26/2019","2,201.95","2,216.40","2,229.00","2,195.20","1.88M","-0.62%"
"12/24/2019","2,215.60","2,239.00","2,243.55","2,211.15","1.81M","-0.72%"
"12/23/2019","2,231.70","2,210.00","2,241.95","2,210.00","2.25M","0.40%"
"12/20/2019","2,222.90","2,220.00","2,246.70","2,208.25","5.55M","-0.28%"
"12/19/2019","2,229.05","2,179.80","2,236.50","2,167.55","6.25M","2.83%"
"12/18/2019","2,167.75","2,174.00","2,203.45","2,153.00","8.25M","0.13%"
"12/17/2019","2,164.95","2,126.50","2,169.00","2,119.00","6.06M","1.80%"
"12/16/2019","2,126.75","2,096.00","2,136.00","2,080.30","5.57M","2.68%"
"12/13/2019","2,071.25","2,023.00","2,077.40","2,007.00","5.71M","2.49%"
"12/12/2019","2,020.90","2,051.10","2,083.65","1,984.00","7.14M","-1.03%"
"12/11/2019","2,041.90","2,025.40","2,048.00","2,006.75","4.94M","1.44%"
"12/10/2019","2,012.85","2,060.00","2,060.85","2,003.25","4.52M","-2.31%"
"12/09/2019","2,060.45","2,127.95","2,127.95","2,053.50","2.24M","-2.97%"
"12/06/2019","2,123.60","2,124.00","2,128.00","2,101.00","1.83M","0.11%"
"12/05/2019","2,121.30","2,083.00","2,126.80","2,068.35","3.90M","2.06%"
"12/04/2019","2,078.50","2,053.00","2,082.00","2,045.50","3.33M","1.34%"
"12/03/2019","2,051.00","2,027.70","2,062.00","2,010.00","4.66M","1.48%"
"12/02/2019","2,021.05","2,060.00","2,067.70","2,016.00","3.81M","-1.57%"
"11/29/2019","2,053.25","2,085.00","2,085.00","2,045.80","2.06M","-1.16%"
"11/28/2019","2,077.35","2,067.05","2,094.40","2,060.00","2.92M","1.12%"
"11/27/2019","2,054.30","2,052.00","2,071.70","2,046.55","2.91M","0.37%"
"11/26/2019","2,046.65","2,089.85","2,097.90","2,035.05","6.56M","-1.67%"
"11/25/2019","2,081.50","2,074.55","2,084.95","2,052.20","2.74M","0.47%"
"11/22/2019","2,071.70","2,097.00","2,107.00","2,060.50","3.74M","-2.19%"
"11/21/2019","2,118.10","2,112.00","2,126.60","2,107.40","2.05M","0.45%"
"11/20/2019","2,108.55","2,121.95","2,135.00","2,094.50","2.89M","-0.01%"
"11/19/2019","2,108.80","2,153.00","2,154.65","2,105.00","2.98M","-2.03%"
"11/18/2019","2,152.60","2,178.40","2,187.75","2,148.75","1.61M","-1.00%"
"11/15/2019","2,174.45","2,196.00","2,211.50","2,168.75","2.72M","-1.02%"
"11/14/2019","2,196.80","2,187.50","2,200.00","2,146.70","3.00M","0.84%"
"11/13/2019","2,178.60","2,118.00","2,183.80","2,118.00","3.82M","3.70%"
"11/11/2019","2,100.95","2,135.00","2,139.00","2,091.00","2.98M","-1.36%"
"11/08/2019","2,129.95","2,189.60","2,189.60","2,124.00","2.79M","-2.54%"
"11/07/2019","2,185.35","2,204.50","2,204.50","2,175.20","1.92M","-0.14%"
"11/06/2019","2,188.50","2,200.00","2,210.80","2,179.00","2.54M","-0.61%"
"11/05/2019","2,201.85","2,197.00","2,211.00","2,169.00","2.69M","0.36%"
"11/04/2019","2,193.95","2,207.00","2,229.20","2,180.90","2.65M","-0.32%"
"11/01/2019","2,200.90","2,264.00","2,275.00","2,195.00","4.17M","-3.03%"
"10/31/2019","2,269.65","2,250.00","2,284.95","2,237.00","4.88M","0.75%"
"10/30/2019","2,252.80","2,225.00","2,260.00","2,176.85","5.20M","2.64%"
"10/29/2019","2,194.85","2,121.50","2,201.70","2,121.50","5.06M","3.74%"
"10/27/2019","2,115.70","2,129.00","2,129.00","2,108.80","224.42K","-0.44%"
"10/25/2019","2,124.95","2,094.00","2,130.00","2,075.05","3.95M","2.06%"
"10/24/2019","2,082.00","2,084.00","2,099.00","2,061.30","2.80M","0.57%"
"10/23/2019","2,070.10","2,060.00","2,083.85","2,052.50","2.35M","0.91%"
"10/22/2019","2,051.40","2,080.00","2,111.50","2,040.05","5.55M","-0.29%"
"10/18/2019","2,057.35","2,037.50","2,063.90","2,025.00","3.09M","1.30%"
"10/17/2019","2,030.95","2,014.00","2,038.00","1,999.30","3.82M","1.22%"
"10/16/2019","2,006.40","1,998.16","2,015.81","1,976.59","3.03M","0.45%"
"10/15/2019","1,997.48","1,992.28","2,006.99","1,983.16","2.26M","0.81%"
"10/14/2019","1,981.50","1,956.00","1,993.02","1,929.53","3.51M","1.72%"
"10/11/2019","1,948.01","1,893.25","1,956.00","1,887.37","12.59M","-0.88%"
"10/10/2019","1,965.27","1,988.36","1,999.19","1,958.06","2.88M","-0.77%"
"10/09/2019","1,980.61","2,019.73","2,019.73","1,976.10","2.07M","-1.35%"
"10/07/2019","2,007.67","2,039.34","2,053.56","2,001.10","2.18M","-1.52%"
"10/04/2019","2,038.70","2,020.32","2,047.14","2,014.78","2.16M","0.93%"
"10/03/2019","2,019.98","2,029.54","2,040.47","2,006.15","2.32M","0.01%"
"10/01/2019","2,019.68","2,054.98","2,054.98","1,999.83","3.34M","-1.87%"
"09/30/2019","2,058.26","2,021.55","2,062.87","2,019.73","2.62M","2.10%"
"09/27/2019","2,015.96","2,044.24","2,044.44","2,011.30","2.05M","-1.51%"
"09/26/2019","2,046.79","2,056.89","2,065.81","2,022.67","4.23M","-0.04%"
"09/25/2019","2,047.63","2,024.64","2,051.11","2,019.78","4.00M","2.14%"
"09/24/2019","2,004.73","1,975.61","2,020.71","1,973.65","4.62M","1.43%"
"09/23/2019","1,976.40","2,057.97","2,057.97","1,936.39","6.32M","-2.40%"
"09/20/2019","2,025.08","2,063.76","2,087.78","2,016.79","6.94M","-1.74%"
"09/19/2019","2,060.86","2,093.27","2,094.05","2,050.13","1.65M","-1.71%"
"09/18/2019","2,096.75","2,084.84","2,101.06","2,071.84","1.45M","0.75%"
"09/17/2019","2,081.16","2,112.83","2,114.40","2,064.44","2.80M","-1.27%"
"09/16/2019","2,107.97","2,117.73","2,130.92","2,084.84","2.60M","0.38%"
"09/13/2019","2,100.08","2,093.27","2,115.77","2,074.20","2.29M","0.39%"
"09/12/2019","2,091.89","2,112.88","2,122.68","2,078.90","2.12M","-0.95%"
"09/11/2019","2,111.90","2,143.27","2,152.09","2,104.59","2.63M","-1.32%"
"09/09/2019","2,140.18","2,157.00","2,159.79","2,137.19","1.70M","-0.67%"
"09/06/2019","2,154.55","2,172.68","2,189.84","2,149.74","1.89M","-0.80%"
"09/05/2019","2,172.00","2,198.37","2,209.60","2,164.15","2.06M","-1.34%"
"09/04/2019","2,201.51","2,220.73","2,225.63","2,189.35","2.23M","-0.28%"
"09/03/2019","2,207.59","2,225.63","2,251.32","2,193.22","2.55M","-0.35%"
"08/30/2019","2,215.43","2,197.20","2,221.71","2,174.64","2.58M","1.17%"
"08/29/2019","2,189.79","2,178.76","2,204.25","2,178.76","1.67M","-0.26%"
"08/28/2019","2,195.48","2,196.21","2,208.13","2,172.68","1.29M","0.12%"
"08/27/2019","2,192.78","2,225.63","2,230.38","2,185.43","3.43M","-1.75%"
"08/26/2019","2,231.81","2,203.08","2,237.39","2,181.51","2.35M","1.27%"
"08/23/2019","2,203.76","2,171.65","2,215.73","2,170.62","2.83M","1.43%"
"08/22/2019","2,172.68","2,144.25","2,191.95","2,127.58","2.13M","1.36%"
"08/21/2019","2,143.47","2,142.24","2,158.96","2,139.59","1.21M","-0.03%"
"08/20/2019","2,144.01","2,129.54","2,161.90","2,124.15","1.84M","1.10%"
"08/19/2019","2,120.72","2,137.39","2,143.27","2,115.52","974.88K","-0.10%"
"08/16/2019","2,122.78","2,197.59","2,197.59","2,101.36","3.76M","-1.78%"
"08/14/2019","2,161.31","2,138.47","2,174.50","2,125.03","1.95M","0.22%"
"08/13/2019","2,156.46","2,201.12","2,202.34","2,151.41","1.65M","-2.08%"
"08/09/2019","2,202.34","2,215.82","2,223.57","2,197.54","1.74M","-0.52%"
"08/08/2019","2,213.96","2,185.33","2,236.41","2,175.53","2.07M","2.02%"
"08/07/2019","2,170.18","2,186.41","2,194.74","2,164.10","2.17M","-0.07%"
"08/06/2019","2,171.61","2,189.16","2,207.93","2,168.22","2.89M","-1.50%"
"08/05/2019","2,204.65","2,156.90","2,208.23","2,152.68","3.04M","1.96%"
"08/02/2019","2,162.19","2,130.52","2,166.80","2,123.17","2.50M","1.16%"
"08/01/2019","2,137.44","2,157.00","2,174.15","2,123.91","2.38M","-1.16%"
"07/31/2019","2,162.59","2,129.30","2,168.47","2,105.18","3.00M","1.22%"
"07/30/2019","2,136.55","2,088.36","2,142.29","2,079.00","2.85M","2.31%"
"07/29/2019","2,088.36","2,069.54","2,100.13","2,062.19","1.65M","0.99%"
"07/26/2019","2,067.82","2,088.17","2,088.17","2,054.05","1.72M","-0.89%"
"07/25/2019","2,086.31","2,067.68","2,093.27","2,051.65","2.54M","1.48%"
"07/24/2019","2,055.81","2,068.76","2,079.34","2,035.91","2.41M","-0.74%"
"07/23/2019","2,071.16","2,086.31","2,088.36","2,061.30","3.54M","0.12%"
"07/22/2019","2,068.66","2,036.40","2,076.06","2,028.36","1.92M","1.59%"
"07/19/2019","2,036.35","2,036.40","2,056.01","2,022.18","1.95M","0.53%"
"07/18/2019","2,025.57","2,074.83","2,074.83","2,019.73","3.07M","-2.42%"
"07/17/2019","2,075.86","2,066.79","2,083.46","2,051.21","1.80M","0.53%"
"07/16/2019","2,064.83","2,084.44","2,090.82","2,058.95","2.74M","-1.85%"
"07/15/2019","2,103.76","2,083.46","2,111.50","2,056.99","2.90M","1.81%"
"07/12/2019","2,066.40","2,061.01","2,078.32","2,052.19","1.56M","0.24%"
"07/11/2019","2,061.45","2,086.40","2,087.38","2,045.27","2.40M","-0.27%"
"07/10/2019","2,066.99","2,039.34","2,086.26","2,030.81","6.34M","-1.18%"
"07/09/2019","2,091.65","2,131.50","2,131.90","2,063.41","3.98M","-1.93%"
"07/08/2019","2,132.88","2,106.99","2,146.02","2,090.42","2.79M","0.57%"
"07/05/2019","2,120.82","2,203.08","2,206.02","2,098.17","4.09M","-3.55%"
"07/04/2019","2,198.81","2,190.33","2,207.98","2,186.51","984.14K","0.22%"
"07/03/2019","2,193.91","2,208.18","2,214.65","2,188.37","1.66M","-0.64%"
"07/02/2019","2,208.08","2,201.02","2,212.88","2,173.13","1.77M","0.56%"
"07/01/2019","2,195.77","2,191.31","2,210.92","2,163.47","2.77M","0.55%"
"06/28/2019","2,183.66","2,215.82","2,217.74","2,179.06","2.37M","-1.13%"
"06/27/2019","2,208.52","2,210.92","2,219.75","2,197.49","2.81M","-0.07%"
"06/26/2019","2,210.14","2,220.73","2,222.49","2,206.02","1.76M","-0.60%"
"06/25/2019","2,223.47","2,225.63","2,229.99","2,206.51","1.39M","-0.34%"
"06/24/2019","2,231.02","2,210.09","2,235.43","2,206.80","1.38M","1.14%"
"06/21/2019","2,205.87","2,240.34","2,247.69","2,198.18","3.87M","-1.23%"
"06/20/2019","2,233.42","2,186.41","2,239.35","2,168.76","2.20M","0.80%"
"06/19/2019","2,215.73","2,210.92","2,231.51","2,199.30","1.65M","0.40%"
"06/18/2019","2,206.85","2,200.14","2,215.82","2,187.59","1.88M","0.07%"
"06/17/2019","2,205.23","2,211.90","2,217.78","2,197.64","1.49M","-0.24%"
"06/14/2019","2,210.43","2,213.13","2,218.86","2,190.33","2.13M","0.02%"
"06/13/2019","2,210.04","2,219.75","2,240.34","2,199.21","3.32M","-0.30%"
"06/12/2019","2,216.71","2,201.12","2,222.59","2,175.63","2.40M","0.36%"
"06/11/2019","2,208.76","2,193.27","2,219.70","2,187.39","3.05M","0.95%"
"06/10/2019","2,187.88","2,153.76","2,192.15","2,142.78","2.08M","2.28%"
"06/07/2019","2,139.10","2,131.50","2,147.00","2,100.23","2.66M","0.72%"
"06/06/2019","2,123.76","2,156.02","2,156.02","2,109.93","3.74M","-0.78%"
"06/04/2019","2,140.43","2,180.53","2,180.53","2,132.49","2.41M","-2.64%"
"06/03/2019","2,198.47","2,157.98","2,203.72","2,142.93","3.68M","2.08%"
"05/31/2019","2,153.61","2,117.78","2,161.85","2,110.18","4.27M","2.34%"
"05/30/2019","2,104.35","2,081.50","2,114.40","2,073.07","4.97M","1.84%"
"05/29/2019","2,066.35","2,039.34","2,082.19","2,036.50","3.28M","1.63%"
"05/28/2019","2,033.21","2,019.73","2,056.50","2,005.03","5.87M","0.90%"
"05/27/2019","2,014.98","2,014.63","2,028.51","2,000.22","2.33M","0.35%"
"05/24/2019","2,007.97","2,029.54","2,029.54","1,992.53","2.27M","-0.29%"
"05/23/2019","2,013.90","2,056.99","2,074.00","2,009.93","2.54M","-1.33%"
"05/22/2019","2,041.06","2,068.76","2,080.47","2,034.44","2.60M","-1.33%"
"05/21/2019","2,068.51","2,106.06","2,106.70","2,061.45","1.86M","-1.60%"
"05/20/2019","2,102.04","2,083.46","2,109.35","2,009.93","2.63M","2.31%"
"05/17/2019","2,054.49","2,071.31","2,093.27","2,049.15","1.95M","-0.63%"
"05/16/2019","2,067.53","2,055.03","2,082.48","2,036.45","1.95M","0.64%"
"05/15/2019","2,054.44","2,056.01","2,082.48","2,043.75","2.35M","0.15%"
"05/14/2019","2,051.45","2,093.27","2,117.58","2,031.84","2.46M","-1.71%"
"05/13/2019","2,087.14","2,091.31","2,124.64","2,080.18","1.70M","-0.33%"
"05/10/2019","2,094.05","2,132.49","2,149.15","2,084.30","2.04M","-1.69%"
"05/09/2019","2,130.08","2,103.07","2,141.41","2,094.35","2.26M","0.91%"
"05/08/2019","2,110.77","2,108.95","2,125.62","2,088.76","1.82M","0.04%"
"05/07/2019","2,109.89","2,117.83","2,141.65","2,096.99","2.20M","-0.27%"
"05/06/2019","2,115.67","2,068.76","2,122.68","2,067.29","2.89M","1.21%"
"05/03/2019","2,090.33","2,142.29","2,143.32","2,083.46","3.78M","-3.76%"
"05/02/2019","2,172.10","2,210.92","2,215.24","2,167.88","2.46M","-1.99%"
"04/30/2019","2,216.17","2,194.79","2,222.64","2,186.51","3.49M","0.97%"
"04/26/2019","2,194.79","2,159.94","2,200.09","2,150.28","2.72M","1.98%"
"04/25/2019","2,152.09","2,132.49","2,161.90","2,125.67","4.21M","0.53%"
"04/24/2019","2,140.77","2,115.82","2,152.09","2,113.95","3.00M","1.32%"
"04/23/2019","2,112.93","2,120.72","2,123.17","2,092.34","2.16M","-0.30%"
"04/22/2019","2,119.20","2,106.01","2,133.47","2,103.66","2.01M","0.53%"
"04/18/2019","2,108.02","2,107.88","2,112.88","2,072.87","3.41M","0.86%"
"04/16/2019","2,090.13","2,078.56","2,113.81","2,074.20","5.77M","0.88%"
"04/15/2019","2,071.99","2,029.54","2,078.36","2,001.10","9.19M","4.90%"
"04/12/2019","1,975.12","1,998.16","1,999.14","1,967.77","3.20M","-0.25%"
"04/11/2019","1,980.02","2,005.03","2,014.83","1,974.29","3.42M","-1.02%"
"04/10/2019","2,000.37","2,042.28","2,044.73","1,996.20","3.31M","-2.45%"
"04/09/2019","2,050.62","2,029.54","2,056.99","2,017.43","2.69M","1.00%"
"04/08/2019","2,030.27","2,018.75","2,034.44","1,992.97","2.19M","1.10%"
"04/05/2019","2,008.26","1,989.00","2,014.24","1,979.34","3.15M","1.68%"
"04/04/2019","1,975.12","2,037.53","2,039.05","1,968.16","4.40M","-3.12%"
"04/03/2019","2,038.66","2,044.24","2,048.75","2,017.87","2.94M","0.00%"
"04/02/2019","2,038.66","1,997.28","2,045.22","1,997.18","3.72M","2.35%"
"04/01/2019","1,991.94","1,970.71","2,000.08","1,968.99","2.10M","1.50%"
"03/29/2019","1,962.52","1,979.53","1,985.32","1,944.78","2.95M","0.07%"
"03/28/2019","1,961.20","1,941.30","1,975.22","1,934.24","4.05M","1.65%"
"03/27/2019","1,929.43","1,955.02","1,958.95","1,922.67","2.27M","-0.74%"
"03/26/2019","1,943.90","1,945.22","1,955.95","1,919.78","2.32M","-0.08%"
"03/25/2019","1,945.46","1,968.55","1,968.55","1,938.55","2.43M","-1.07%"
"03/22/2019","1,966.45","1,975.61","1,976.59","1,944.53","3.15M","-0.47%"
"03/20/2019","1,975.66","1,988.36","2,004.83","1,960.91","3.09M","-0.38%"
"03/19/2019","1,983.26","1,990.32","1,990.32","1,956.10","2.37M","0.00%"
"03/18/2019","1,983.26","2,003.07","2,024.24","1,971.69","2.35M","-0.84%"
"03/15/2019","2,000.08","1,959.83","2,028.51","1,952.08","5.18M","2.64%"
"03/14/2019","1,948.55","1,965.76","1,968.55","1,942.28","1.91M","-0.66%"
"03/13/2019","1,961.40","1,973.65","1,976.50","1,939.92","1.83M","-0.59%"
"03/12/2019","1,973.11","1,974.68","1,985.22","1,963.85","2.66M","-0.12%"
"03/11/2019","1,975.42","1,989.24","1,993.26","1,964.48","3.11M","-0.39%"
"03/08/2019","1,983.16","1,985.42","1,993.26","1,970.76","2.03M","0.47%"
"03/07/2019","1,973.95","1,965.81","1,984.49","1,961.10","2.54M","0.69%"
"03/06/2019","1,960.51","1,950.42","1,975.61","1,946.25","2.64M","0.58%"
"03/05/2019","1,949.24","1,965.81","1,967.77","1,937.96","2.45M","-0.37%"
"03/01/2019","1,956.40","1,956.05","1,965.81","1,941.64","4.15M","0.60%"
"02/28/2019","1,944.68","2,019.73","2,030.86","1,938.94","8.45M","-3.63%"
"02/27/2019","2,017.87","2,000.12","2,034.39","1,982.48","4.73M","0.95%"
"02/26/2019","1,998.85","1,945.22","2,005.17","1,933.70","6.45M","2.70%"
"02/25/2019","1,946.35","1,894.73","1,951.10","1,892.76","2.93M","3.09%"
"02/22/2019","1,888.01","1,879.72","1,892.27","1,867.86","2.27M","0.60%"
"02/21/2019","1,876.78","1,877.32","1,902.08","1,859.97","4.68M","-0.03%"
"02/20/2019","1,877.32","1,877.57","1,896.00","1,844.53","4.65M","0.52%"
"02/19/2019","1,867.57","1,931.49","1,932.47","1,855.02","4.41M","-3.32%"
"02/18/2019","1,931.79","1,997.77","2,002.04","1,924.29","2.94M","-2.93%"
"02/15/2019","1,990.03","2,008.95","2,011.89","1,971.64","1.93M","-0.73%"
"02/14/2019","2,004.63","2,019.78","2,034.44","1,993.31","1.72M","-1.01%"
"02/13/2019","2,025.03","2,021.69","2,042.28","2,010.42","2.81M","0.67%"
"02/12/2019","2,011.50","2,029.54","2,029.54","1,978.55","2.42M","-0.69%"
"02/11/2019","2,025.52","2,019.73","2,055.03","2,008.85","1.78M","0.22%"
"02/08/2019","2,021.11","2,034.44","2,048.66","2,010.91","1.68M","-1.03%"
"02/07/2019","2,042.19","2,034.19","2,056.94","2,026.60","1.34M","0.39%"
"02/06/2019","2,034.24","2,009.83","2,046.06","2,001.15","1.79M","1.48%"
"02/05/2019","2,004.59","2,009.93","2,014.83","1,988.36","1.11M","-0.28%"
"02/04/2019","2,010.17","1,990.27","2,015.27","1,983.46","1.59M","1.00%"
"02/01/2019","1,990.27","1,970.22","1,994.98","1,959.04","3.06M","0.79%"
"01/31/2019","1,974.73","1,948.16","1,980.27","1,946.20","4.09M","1.65%"
"01/30/2019","1,942.67","1,940.90","1,950.61","1,916.44","2.43M","-0.07%"
"01/29/2019","1,943.99","1,923.65","1,950.17","1,898.79","2.56M","1.42%"
"01/28/2019","1,916.79","1,895.22","1,923.65","1,887.86","2.77M","1.78%"
"01/25/2019","1,883.25","1,864.82","1,897.18","1,863.84","2.33M","1.01%"
"01/24/2019","1,864.38","1,847.96","1,868.01","1,838.35","1.96M","1.38%"
"01/23/2019","1,838.94","1,863.84","1,868.84","1,833.45","2.58M","-1.38%"
"01/22/2019","1,864.72","1,869.82","1,880.75","1,853.06","2.46M","-0.36%"
"01/21/2019","1,871.39","1,864.82","1,894.24","1,858.40","2.41M","0.42%"
"01/18/2019","1,863.50","1,844.23","1,866.98","1,839.33","1.68M","0.34%"
"01/17/2019","1,857.27","1,841.29","1,860.90","1,834.72","2.63M","1.29%"
"01/16/2019","1,833.59","1,833.45","1,838.35","1,810.90","2.36M","0.13%"
"01/15/2019","1,831.29","1,774.62","1,832.81","1,772.66","7.71M","3.01%"
"01/14/2019","1,777.81","1,813.84","1,814.82","1,774.62","3.62M","-1.59%"
"01/11/2019","1,806.53","1,833.45","1,838.35","1,799.13","9.21M","-2.44%"
"01/10/2019","1,851.63","1,853.06","1,867.76","1,835.51","3.05M","0.08%"
"01/09/2019","1,850.07","1,870.12","1,881.49","1,830.21","2.41M","-0.35%"
"01/08/2019","1,856.54","1,868.16","1,869.14","1,846.49","1.69M","-0.23%"
"01/07/2019","1,860.80","1,854.82","1,871.49","1,844.23","1.86M","1.12%"
"01/04/2019","1,840.16","1,862.86","1,864.04","1,805.01","4.28M","-1.22%"
"01/03/2019","1,862.81","1,881.49","1,906.93","1,856.10","2.61M","-1.21%"
"01/02/2019","1,885.71","1,867.76","1,896.64","1,862.86","2.10M","1.08%"
"01/01/2019","1,865.61","1,858.94","1,872.67","1,848.15","1.09M","0.52%"
"12/31/2018","1,856.05","1,870.70","1,871.68","1,849.28","1.88M","-0.16%"
"12/28/2018","1,858.99","1,877.57","1,882.47","1,856.00","2.24M","-0.68%"
"12/27/2018","1,871.64","1,871.68","1,903.75","1,835.51","4.97M","1.05%"
"12/26/2018","1,852.27","1,884.23","1,884.23","1,833.69","2.45M","-1.53%"
"12/24/2018","1,881.00","1,868.55","1,901.00","1,867.76","1.86M","1.20%"
"12/21/2018","1,858.74","1,909.92","1,911.88","1,849.67","3.73M","-2.98%"
"12/20/2018","1,915.85","1,915.61","1,936.30","1,907.96","1.94M","-0.73%"
"12/19/2018","1,929.97","1,946.00","1,946.00","1,921.74","2.50M","-0.98%"
"12/18/2018","1,948.99","1,952.96","1,962.87","1,937.77","1.77M","-0.32%"
"12/17/2018","1,955.32","1,959.93","1,965.71","1,946.20","1.23M","0.23%"
"12/14/2018","1,950.86","1,944.24","1,959.88","1,936.64","2.47M","0.36%"
"12/13/2018","1,943.85","1,984.44","1,990.03","1,935.90","3.75M","-1.70%"
"12/12/2018","1,977.38","1,961.98","1,982.48","1,946.15","2.22M","0.84%"
"12/11/2018","1,960.91","1,931.49","1,970.71","1,922.67","2.94M","1.22%"
"12/10/2018","1,937.18","1,936.39","1,971.69","1,921.69","2.01M","-0.97%"
"12/07/2018","1,956.20","1,946.25","1,964.73","1,934.43","1.68M","0.13%"
"12/06/2018","1,953.75","1,958.95","1,977.57","1,940.90","2.32M","-0.70%"
"12/05/2018","1,967.52","1,966.79","1,978.55","1,946.20","2.50M","-0.20%"
"12/04/2018","1,971.54","1,944.24","1,979.93","1,932.47","3.27M","1.43%"
"12/03/2018","1,943.65","1,945.22","1,951.10","1,929.83","1.61M","0.72%"
"11/30/2018","1,929.78","1,927.57","1,952.08","1,921.54","5.27M","0.39%"
"11/29/2018","1,922.23","1,957.96","1,957.96","1,904.58","4.04M","-1.18%"
"11/28/2018","1,945.12","1,852.08","1,950.12","1,845.70","5.31M","4.95%"
"11/27/2018","1,853.30","1,817.76","1,860.80","1,799.47","3.34M","2.39%"
"11/26/2018","1,810.01","1,783.44","1,823.64","1,749.62","4.33M","1.85%"
"11/22/2018","1,777.12","1,784.42","1,811.48","1,774.57","3.19M","0.03%"
"11/21/2018","1,776.58","1,834.43","1,834.48","1,763.39","3.84M","-3.53%"
"11/20/2018","1,841.54","1,864.82","1,864.82","1,837.57","1.19M","-1.27%"
"11/19/2018","1,865.26","1,861.88","1,870.07","1,827.86","1.74M","0.84%"
"11/16/2018","1,849.72","1,852.08","1,862.66","1,833.69","1.83M","0.73%"
"11/15/2018","1,836.24","1,827.56","1,861.88","1,821.29","1.83M","-0.41%"
"11/14/2018","1,843.89","1,887.37","1,892.18","1,833.45","2.42M","-2.81%"
"11/13/2018","1,897.13","1,877.57","1,901.10","1,865.80","1.42M","1.05%"
"11/12/2018","1,877.42","1,871.19","1,908.06","1,871.19","2.55M","0.30%"
"11/09/2018","1,871.88","1,922.67","1,923.60","1,867.76","2.57M","-1.70%"
"11/07/2018","1,904.19","1,902.08","1,910.90","1,899.14","144.53K","0.49%"
"11/06/2018","1,894.92","1,856.98","1,899.63","1,854.04","1.40M","2.21%"
"11/05/2018","1,853.89","1,872.67","1,889.68","1,847.91","1.71M","-1.18%"
"11/02/2018","1,876.05","1,896.39","1,916.39","1,867.76","1.82M","-1.15%"
"11/01/2018","1,897.91","1,905.66","1,906.34","1,864.14","2.77M","-0.12%"
"10/31/2018","1,900.26","1,862.86","1,905.90","1,838.79","2.77M","2.29%"
"10/30/2018","1,857.76","1,830.51","1,872.08","1,808.94","2.40M","1.27%"
